"Mggu lalu ke Bougenvile bareng komunitas...
Yg nih jg nampak nyaman,sejuk,indah dn romantis jd pingin boking buat ngadem sm kluarga,tp sayangnya dgn 1,8-2jt masih terbilang mahal soalnya blm ada kolam renang air hangatnya dn masih ada biaya masuk 25k/org dn jg parkir😅....ok lur mksih infonya udh lengkap dn akurat👍🙏22:06",mggu lalu ke bougenvile bareng komunitas yg nih jg nampak nyamansejukindah dn romantis jd pingin boking buat ngadem sm kluargatp sayangnya dgn jt masih terbilang mahal soalnya blm ada kolam renang air hangatnya dn masih ada biaya masuk korg dn jg parkirok lur mksih infonya udh lengkap dn akurat,positif,Situ Patenggang
Mas untuk insta 360 di harga berapa? Itu dapat mic engga?,mas untuk insta di harga berapa itu dapat mic engga,netral,Gunung Puntang
hemmm udara nya seger pasti tu,hemmm udara nya seger pasti tu,positif,Kawah Putih
"adem liatnya 
tamannya jg cantik",adem liatnya tamannya jg cantik,positif,Ranca Upas
Masyaallah indah sekali ciptaan mu ini😍,masyaallah indah sekali ciptaan mu ini,positif,Situ Patenggang
Villa di pinggir sungai sngat bagus sekali nyaman.. bangeet kang masya Allah,villa di pinggir sungai sngat bagus sekali nyaman bangeet kang masya allah,positif,Situ Patenggang
waduh bagus sekali nih tempatnya,waduh bagus sekali nih tempatnya,positif,Situ Patenggang
tempat buat orang yang kebanyakan duit,tempat buat orang yang kebanyakan duit,netral,Ranca Upas
"memang saya tinggal di medan , cukup bayak jg destinasi seperti ini , tapi nonton video ini lngsg buat sugesti pengen healing lg ...auto subscribe dan share ...",memang saya tinggal di medan cukup bayak jg destinasi seperti ini tapi nonton video ini lngsg buat sugesti pengen healing lg auto subscribe dan share,positif,Ranca Upas
Puntang pengalengan bener ngga sih?🙏,puntang pengalengan bener ngga sih,netral,Gunung Puntang
keren bgt,keren bgt,positif,Gunung Puntang
Masyaallah. nikmat mana yg kau dustakan❤,masyaallah nikmat mana yg kau dustakan,netral,Ranca Upas
Ini sama Nawa Bumi Villas di Taman Wisata Bougenville apa beda nya ?,ini sama nawa bumi villas di taman wisata bougenville apa beda nya,netral,Situ Patenggang
Wishlist bgt ini tempatnya 😍,wishlist bgt ini tempatnya,netral,Gunung Puntang
Sempadan sungai yg harusnya ditanam pohon2 untuk mencegah erosi dn sumber keberlangsungan air malah dibuat bangunan glmping..memang manusia gk pernah puas alias serakah..,sempadan sungai yg harusnya ditanam pohon untuk mencegah erosi dn sumber keberlangsungan air malah dibuat bangunan glmpingmemang manusia gk pernah puas alias serakah,positif,Kawah Putih
suka sekali dengan air yang jernih di pegunungan,suka sekali dengan air yang jernih di pegunungan,positif,Ranca Upas
"Assalamu'alaikum bang
Sy pernah liat konten yg waktu d kaliandra
Sekarang d villa nya
Nah waktu kesitu air sungai d glamping kaliandra apa sederas seperti vidio pertama
Sy liat ni editan vidio pertama sm yg sekarang d satuin
Sy mw kesitu tp pengen pas ky vidio abang yg sungai nya deras",assalamualaikum bang sy pernah liat konten yg waktu d kaliandra sekarang d villa nya nah waktu kesitu air sungai d glamping kaliandra apa sederas seperti vidio pertama sy liat ni editan vidio pertama sm yg sekarang d satuin sy mw kesitu tp pengen pas ky vidio abang yg sungai nya deras,netral,Ranca Upas
mau tanya kalau mobil city car gitu ke tempat sini apakah kondisi jalanannya bagus ya? karena ground clearance nya pendek,mau tanya kalau mobil city car gitu ke tempat sini apakah kondisi jalanannya bagus ya karena ground clearance nya pendek,positif,Ranca Upas
mantab bngt om,mantab bngt om,netral,Gunung Puntang
Ngedit awan pas awal video pakai apk apa?,ngedit awan pas awal video pakai apk apa,netral,Situ Patenggang
Indah banget sih bang tempat liburannya. Kapan ya aq bisa kesana 🥹,indah banget sih bang tempat liburannya kapan ya aq bisa kesana,positif,Kawah Putih
Hallo salam kenal Kak.. ini bisa camping pakai tenda sendiri atau campervan kah?,hallo salam kenal kak ini bisa camping pakai tenda sendiri atau campervan kah,netral,Situ Patenggang
KEREN VIDEO NYA,keren video nya,positif,Situ Patenggang
"Ih suka banget sama tempat wisata baru di pinggir sungai ini
Makasih infonya kak",ih suka banget sama tempat wisata baru di pinggir sungai ini makasih infonya kak,positif,Gunung Puntang
Udah coba bulan lalu…emang sekeren ini sih. Rekomendasi bang haviz emang gak pernah salah. Sukses terus bang ngontennya ya,udah coba bulan laluemang sekeren ini sih rekomendasi bang haviz emang gak pernah salah sukses terus bang ngontennya ya,positif,Kawah Putih
Suka banget sama tempat glamping di pinggir sungai kaya ini❤,suka banget sama tempat glamping di pinggir sungai kaya ini,positif,Kawah Putih
Wih tenang banget ya tempat glamping baru di pinggir sungai nya. Smeoga bisa ke taman kopi guntang,wih tenang banget ya tempat glamping baru di pinggir sungai nya smeoga bisa ke taman kopi guntang,netral,Glamping Lakeside
Dimana ini bang?,dimana ini bang,netral,Ranca Upas
"Keren tempat glamping baru nya
Semoga bisa ke taman kopi guntang",keren tempat glamping baru nya semoga bisa ke taman kopi guntang,positif,Ranca Upas
Masyaallah ini baru tempat libur asik bang😅,masyaallah ini baru tempat libur asik bang,positif,Ranca Upas
Bagus banget villa dan view sungainya😮,bagus banget villa dan view sungainya,positif,Ranca Upas
"Kak klo kesini g nginep boleh ya,masuk bayar gak?cuma  ngvlog dan berwisata gtu?",kak klo kesini g nginep boleh yamasuk bayar gakcuma ngvlog dan berwisata gtu,netral,Situ Patenggang
Kalau gak nginep bisa bang?,kalau gak nginep bisa bang,netral,Gunung Puntang
"Kaliandra udh naik ya harganya, 3 bln yg lalu msh 600rb weekday..
Paling suka dgn review nya, selalu lengkap👍",kaliandra udh naik ya harganya bln yg lalu msh rb weekday paling suka dgn review nya selalu lengkap,positif,Kawah Putih
Bener bener enak banget staycation disini…gak berisik dan tenang denerin suara air di depan villa❤,bener bener enak banget staycation disinigak berisik dan tenang denerin suara air di depan villa,positif,Gunung Puntang
Mantap ya a.. oh ini. Mah udah pernah masya allah sambil makan nasi liwet.. nyaman dan adem ayem.. Alesta Puncak Bogor,mantap ya a oh ini mah udah pernah masya allah sambil makan nasi liwet nyaman dan adem ayem alesta puncak bogor,positif,Gunung Puntang
Masyaallah syahdu sekali om,masyaallah syahdu sekali om,positif,Glamping Lakeside
"Terimakasih reviewnya,tempatnya keren",terimakasih reviewnyatempatnya keren,positif,Gunung Puntang
Selalu keren abang yg satu ini👍🏻👍🏻,selalu keren abang yg satu ini,positif,Kawah Putih
Masyaallah enak banget ya staycation di pinggir sungai😮,masyaallah enak banget ya staycation di pinggir sungai,positif,Glamping Lakeside
Wah jadi pengen juga ke taman kopi guntang,wah jadi pengen juga ke taman kopi guntang,positif,Ranca Upas
"Masha Allah Tabarakallah, sunggih nyaman kelihatan juga pakir mobil Dan facility nya",masha allah tabarakallah sunggih nyaman kelihatan juga pakir mobil dan facility nya,positif,Gunung Puntang
Masya Alloh syahdu bangat,masya alloh syahdu bangat,positif,Kawah Putih
Keren banget om👍🏻👍🏻,keren banget om,positif,Kawah Putih
Enakan musim hujan yg waktu pertama nginep di glamping nya ya om?,enakan musim hujan yg waktu pertama nginep di glamping nya ya om,positif,Ranca Upas
"Ajib banget sih ini bang😮
Selalu keren kalau meliput wisata alam👍🏻👍🏻",ajib banget sih ini bang selalu keren kalau meliput wisata alam,positif,Ranca Upas
"Takut ada ular,, atau ada kuntilanak kalau malam.",takut ada ular atau ada kuntilanak kalau malam,netral,Glamping Lakeside
Keren banget,keren banget,positif,Gunung Puntang
Indah banget villa pinggir sungainya...,indah banget villa pinggir sungainya,positif,Gunung Puntang
"Ini nih yg aq suka, penginapan ada sungai nya... 😅😅😅",ini nih yg aq suka penginapan ada sungai nya,positif,Kawah Putih
"Mantullllll.... Klu sehat ada rezeqy   gasssssss lahhh,  SEMANGATTTT  NGONTENNNN",mantullllll klu sehat ada rezeqy gasssssss lahhh semangatttt ngontennnn,positif,Gunung Puntang
"Udah sering bgt kalo jalan2 sm keluarga slalu liat konten nya bang haviz, biar ada perkiraan yg tepat trs nambah wawasan destinasi2 baru, kerennnn bgt kaya setara sm di tv2 bang kualitas vidionya 👍",udah sering bgt kalo jalan sm keluarga slalu liat konten nya bang haviz biar ada perkiraan yg tepat trs nambah wawasan destinasi baru kerennnn bgt kaya setara sm di tv bang kualitas vidionya,positif,Ranca Upas
Ekstra bet nya mengong juga ya bang..tapi pasilitas nya 👌👍,ekstra bet nya mengong juga ya bangtapi pasilitas nya,netral,Kawah Putih
Nonton di video aja udah terasa sejuk dan segarnya taman kopi guntang. Yuk bisa ke sini🔥,nonton di video aja udah terasa sejuk dan segarnya taman kopi guntang yuk bisa ke sini,netral,Glamping Lakeside
Serius apa cuma gw doang yg pengen kesini habis nonton videonya bang haviz😮,serius apa cuma gw doang yg pengen kesini habis nonton videonya bang haviz,netral,Gunung Puntang
Villa pinggir sungai suasananya indah sekali 👍,villa pinggir sungai suasananya indah sekali,positif,Kawah Putih
"Keren tempat nya Bang, mudah"" an bs kesana...",keren tempat nya bang mudah an bs kesana,positif,Ranca Upas
Masyaallah surga dunia banget sih ini❤,masyaallah surga dunia banget sih ini,positif,Ranca Upas
"Kereeen tempat nya, recommended seperti nya, jd pengen kesana, makasih review nya mas Haviz, informatif banget..",kereeen tempat nya recommended seperti nya jd pengen kesana makasih review nya mas haviz informatif banget,positif,Gunung Puntang
Keren reeview nya,keren reeview nya,positif,Glamping Lakeside
"mager banget kalo kesini lagi, kecewa total",mager banget kalo kesini lagi kecewa total,negatif,kawah Putih
fasilitasnya kayak nggak pernah diurus deh,fasilitasnya kayak nggak pernah diurus deh,negatif,Ranca Upas
"staff-nya jutek, pengunjung dibentak dong",staffnya jutek pengunjung dibentak dong,negatif,Ranca Upas
"kalo bukan karena temen ngajak, gue cabut dah",kalo bukan karena temen ngajak gue cabut dah,negatif,Situ Patenggang
"mahal doang, isinya sampah semua literally",mahal doang isinya sampah semua literally,negatif,Glamping Lakeside
"glamping rasa camping liar, jujur zonk",glamping rasa camping liar jujur zonk,negatif,Glamping Lakeside
udah bayar mahal tapi wc-nya horor abis,udah bayar mahal tapi wcnya horor abis,negatif,Kawah Putih
"ga sesuai ekspetasi, kayak tempat horor 😩",ga sesuai ekspetasi kayak tempat horor,negatif,Gunung Puntang
"sampah di mana-mana, ga nyaman banget",sampah di manamana ga nyaman banget,negatif,Gunung Puntang
"fotonya cakep sih, tapi aslinya meh",fotonya cakep sih tapi aslinya meh,negatif,Gunung Puntang
"tenda bocor, kasur bau, glamping dari mana??",tenda bocor kasur bau glamping dari mana,negatif,Glamping Lakeside
"serasa di neraka kecil, panas dan berdebu",serasa di neraka kecil panas dan berdebu,negatif,Ranca Upas
"gunungnya sih keren, tapi aksesnya nyiksa",gunungnya sih keren tapi aksesnya nyiksa,negatif,Gunung Puntang
"banyak pungli, kesannya nggak aman",banyak pungli kesannya nggak aman,negatif,Kawah Putih
"cape bgt nyampe sini eh isinya cuma gitu doang, zonk sih",cape bgt nyampe sini eh isinya cuma gitu doang zonk sih,negatif,Situ Patenggang
"bikin konten aja susah, bocil teriak mulu",bikin konten aja susah bocil teriak mulu,negatif,Glamping Lakeside
"parah bau banget, ga worth sama sekali",parah bau banget ga worth sama sekali,negatif,Kawah Putih
"review di IG tuh tipu-tipu, aslinya ambyar",review di ig tuh tiputipu aslinya ambyar,negatif,Glamping Lakeside
"gaada tempat duduk, capek keliling doang",gaada tempat duduk capek keliling doang,negatif,Situ Patenggang
"ga layak dikunjungin deh, skip aja",ga layak dikunjungin deh skip aja,negatif,Ranca Upas
"gaada sinyal, stuck dan ga bisa ngonten",gaada sinyal stuck dan ga bisa ngonten,negatif,Gunung Puntang
"tempatnya sih hype, tapi realitanya? gajelas bro",tempatnya sih hype tapi realitanya gajelas bro,negatif,Glamping Lakeside
"sumpah vibes-nya beda ama yang di sosmed, b aja banget",sumpah vibesnya beda ama yang di sosmed b aja banget,negatif,Kawah Putih
buat healing? yang ada stress baliknya,buat healing yang ada stress baliknya,negatif,Situ Patenggang
"parkir ribet, jalan rusak, terus bayar pula",parkir ribet jalan rusak terus bayar pula,negatif,Kawah Putih
jauh-jauh ke sini taunya zonk abis,jauhjauh ke sini taunya zonk abis,negatif,Glamping Lakeside
"air danau keruh, bau, dan banyak nyamuk",air danau keruh bau dan banyak nyamuk,negatif,Situ Patenggang
pengin dibilang estetik tapi malah chaotic,pengin dibilang estetik tapi malah chaotic,negatif,Ranca Upas
tempat wisata rasa kosan mahasiswa,tempat wisata rasa kosan mahasiswa,negatif,Glamping Lakeside
"rusa-nya galak, dikira bawa makanan padahal enggak",rusanya galak dikira bawa makanan padahal enggak,negatif,Ranca Upas
"spot foto penuh bocil, ga dapet aesthetic-nya",spot foto penuh bocil ga dapet aestheticnya,negatif,Ranca Upas
"srius deh, tempatnya overrated banget",srius deh tempatnya overrated banget,negatif,Ranca Upas
glamping tapi tempat tidur kerasnya kayak batu,glamping tapi tempat tidur kerasnya kayak batu,negatif,Glamping Lakeside
"acara api unggun dibatalin sepihak, kecewa",acara api unggun dibatalin sepihak kecewa,negatif,Glamping Lakeside
"pencahayaan malam parah, kesandung kabel mulu",pencahayaan malam parah kesandung kabel mulu,negatif,Glamping Lakeside
"air di kamar mandi dingin bgt, ga kuat",air di kamar mandi dingin bgt ga kuat,negatif,Glamping Lakeside
"gak bisa tidur, suara tenda sebelah bocor parah""outdoor vibes-nya kebanyakan nyamuk bukan alam",gak bisa tidur suara tenda sebelah bocor parahoutdoor vibesnya kebanyakan nyamuk bukan alam,negatif,Glamping Lakeside
gue nyesel ga bawa selimut sendiri,gue nyesel ga bawa selimut sendiri,negatif,Glamping Lakeside
"lampu temaram doang, bawa senter wajib sih",lampu temaram doang bawa senter wajib sih,negatif,Glamping Lakeside
"danau-nya ga jernih, malah keruh banget",danaunya ga jernih malah keruh banget,negatif,Situ Patenggang
makanan di warung mahal + rasanya meh,makanan di warung mahal rasanya meh,negatif,Situ Patenggang
"ga ada tempat buat rebahan, semua keras",ga ada tempat buat rebahan semua keras,negatif,Situ Patenggang
"suara pengunjung lain bising, pusing ga sih",suara pengunjung lain bising pusing ga sih,negatif,Situ Patenggang
jalan ke danau rusak dan susah dilalui,jalan ke danau rusak dan susah dilalui,negatif,Situ Patenggang
"mata perih bgt pas deket kawah, ga tahan",mata perih bgt pas deket kawah ga tahan,negatif,Kawah Putih
"bau belerang-nya menusuk, bikin mual",bau belerangnya menusuk bikin mual,negatif,Kawah Putih
selfie gagal karena background cuma asap,selfie gagal karena background cuma asap,negatif,Kawah Putih
"jalanan turun sempit, hampir diseruduk",jalanan turun sempit hampir diseruduk,negatif,Kawah Putih
"ga ada tempat colokan buat ngecas, bikin panik",ga ada tempat colokan buat ngecas bikin panik,negatif,Glamping Lakeside
panorama danau ditutup kabut + warung semi permanen,panorama danau ditutup kabut warung semi permanen,negatif,Glamping Lakeside
"banyak spot foto bayar, tapi ga worth",banyak spot foto bayar tapi ga worth,negatif,Situ Patenggang
"ga nyaman banget, banyak lalat dan debu",ga nyaman banget banyak lalat dan debu,negatif,Situ Patenggang
"lagi pengen duduk tenang, taunya diserbu pengamen",lagi pengen duduk tenang taunya diserbu pengamen,negatif,Situ Patenggang
kamar mandi jauh + antriannya kaya antrian sembako,kamar mandi jauh antriannya kaya antrian sembako,negatif,Situ Patenggang
"udah rame, panas, terus berisik pula",udah rame panas terus berisik pula,negatif,Situ Patenggang
udah jauh-jauh tapi view ketutup kabut semua,udah jauhjauh tapi view ketutup kabut semua,negatif,Kawah Putih
"turis rame bgt, ga bisa ambil foto proper",turis rame bgt ga bisa ambil foto proper,negatif,Kawah Putih
"malam-malam banyak suara aneh, fix ga bisa tidur",malammalam banyak suara aneh fix ga bisa tidur,negatif,Gunung Puntang
"toilet jauh bgt dari camp, PR tiap kebelet",toilet jauh bgt dari camp pr tiap kebelet,negatif,Gunung Puntang
nanjak 2 jam cuma buat liat kabut putih,nanjak 2 jam cuma buat liat kabut putih,negatif,Gunung Puntang
"nafas berat di area utama, ga kuat lama-lama",nafas berat di area utama ga kuat lamalama,negatif,Kawah Putih
"jalannya nanjak terus, pegel seharian",jalannya nanjak terus pegel seharian,negatif,Kawah Putih
"tiket masuk naik, tapi ga ada peningkatan fasilitas",tiket masuk naik tapi ga ada peningkatan fasilitas,negatif,Kawah Putih
"transport ke atas mahal, 25rb buat angkot?",transport ke atas mahal rb buat angkot,negatif,Kawah Putih
track hiking curam + banyak batu licin,track hiking curam banyak batu licin,negatif,Gunung Puntang
"ga ada papan petunjuk jelas, nyasar jdinya",ga ada papan petunjuk jelas nyasar jdinya,negatif,Gunung Puntang
"sinyaaaaal ilang, jadi offline beneran",sinyaaaaal ilang jadi offline beneran,negatif,Gunung Puntang
"logistik mahal di atas, harus bawa duit banyak",logistik mahal di atas harus bawa duit banyak,negatif,Gunung Puntang
"tidur di camp diserbu serangga, ga nyenyak jir",tidur di camp diserbu serangga ga nyenyak jir,negatif,Gunung Puntang
"area camp terlalu padat, sesek napas",area camp terlalu padat sesek napas,negatif,Gunung Puntang
ga bisa dapet view bagus karena kabut mulu,ga bisa dapet view bagus karena kabut mulu,negatif,Gunung Puntang
